BLOCO,CONTRATO,OPERADOR,CONTRATADOS,BACIA,AMBIENTE,ÁREA (MIL km²),RODADA,PERÍODO,PRESENÇA PAD,DATA ASSINATURA CONTRATO,DATA INÍCIO SUSPENSÃO,1º PE VENCIMENTO,2º PE VENCIMENTO,3º PE VENCIMENTO,ÚLTIMO PAD VENCIMENTO,FASE EXPLORATÓRIA VENCIMENTO,UTs COMPROMISSADAS,QTD POÇOS PERFURADOS,POÇOS PERFURADOS
ES-T-517,48610204674202162,Imetame,"*Imetame - 50%, Energy Paranã - 50%",Espírito Santo,TERRA,0.02755,OP2_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-06-28 00:00:00,,2027-12-28 00:00:00,,,,2027-12-28 00:00:00,180,0,
ES-T-527,48610204675202115,Imetame,"*Imetame - 50%, Energy Paranã - 50%",Espírito Santo,TERRA,0.02993,OP2_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-06-28 00:00:00,,2027-12-28 00:00:00,,,,2027-12-28 00:00:00,196,0,
ES-T-528,48610215430202296,Imetame,"*Imetame - 30%, Seacrest - 50%, Energy Paranã - 20%",Espírito Santo,TERRA,0.020640000000000002,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-09 00:00:00,,2027-11-09 00:00:00,,,,2027-11-09 00:00:00,134,0,
FZA-M-125,48610005518201319,Petrobras,*Petrobras - 100%,Foz do Amazonas,MAR,0.766606,BID11,1º PE,NÃO HÁ/HOUVE PAD,2013-08-06 00:00:00,,2026-01-17 00:00:00,2029-01-17 00:00:00,,,2029-01-17 00:00:00,300,0,
FZA-M-127,48610005504201397,Petrobras,*Petrobras - 100%,Foz do Amazonas,MAR,0.766606,BID11,1º PE,NÃO HÁ/HOUVE PAD,2013-08-06 00:00:00,,2026-01-17 00:00:00,2029-01-17 00:00:00,,,2029-01-17 00:00:00,2100,0,
FZA-M-254,48610005487201398,Petro Rio Coral,*Petro Rio Coral - 100%,Foz do Amazonas,MAR,0.191769,BID11,1º PE,NÃO HÁ/HOUVE PAD,2013-09-17 00:00:00,,2024-03-21 00:00:00,2027-03-21 00:00:00,,,2027-03-21 00:00:00,123,0,
FZA-M-539,48610005489201387,Petro Rio Coral,*Petro Rio Coral - 100%,Foz do Amazonas,MAR,0.191994,BID11,1º PE,NÃO HÁ/HOUVE PAD,2013-09-17 00:00:00,,2024-03-21 00:00:00,2027-03-21 00:00:00,,,2027-03-21 00:00:00,123,0,
FZA-M-57,48610005500201317,Petrobras,*Petrobras - 100%,Foz do Amazonas,MAR,0.7660220000000001,BID11,1º PE,NÃO HÁ/HOUVE PAD,2013-08-06 00:00:00,,2026-01-17 00:00:00,2029-01-17 00:00:00,,,2029-01-17 00:00:00,4300,0,
FZA-M-59,48610005507201321,Petrobras,*Petrobras - 100%,Foz do Amazonas,MAR,0.7660220000000001,BID11,1º PE,NÃO HÁ/HOUVE PAD,2013-08-06 00:00:00,,2024-08-28 00:00:00,2027-08-28 00:00:00,,,2027-08-28 00:00:00,2300,0,
FZA-M-86,48610005510201344,Petrobras,*Petrobras - 100%,Foz do Amazonas,MAR,0.766321,BID11,1º PE,NÃO HÁ/HOUVE PAD,2013-08-06 00:00:00,,2026-01-17 00:00:00,2029-01-17 00:00:00,,,2029-01-17 00:00:00,300,0,
FZA-M-88,48610005505201331,Petrobras,*Petrobras - 100%,Foz do Amazonas,MAR,0.766321,BID11,1º PE,NÃO HÁ/HOUVE PAD,2013-08-06 00:00:00,,2026-01-17 00:00:00,2029-01-17 00:00:00,,,2029-01-17 00:00:00,3300,0,
FZA-M-90,48610005428201310,Enauta Energia,*Enauta Energia - 100%,Foz do Amazonas,MAR,0.766321,BID11,SUSPENSO,NÃO HÁ/HOUVE PAD,2013-08-30 00:00:00,2019-06-27 00:00:00,2019-08-24 00:00:00,2022-08-24 00:00:00,,,2022-08-24 00:00:00,1306,0,
LIBRA,48610011150201310,Petrobras,"*Petrobras - 40%, Shell Brasil - 20%, TotalEnergies EP - 20%, CNODC Brasil - 10%, CNOOC Petroleum - 10%",Santos,MAR,0.415225,PP1,PRORROGADO POR PAD,HÁ/HOUVE PAD,2013-12-02 00:00:00,,2020-03-01 00:00:00,,,28/11/2025,2025-11-28 00:00:00,0,25,"3-BRSA-1255-RJS, 3-BRSA-1255i-RJS, 3-BRSA-1267-RJS, 3-BRSA-1267A-RJS, 3-BRSA-1267i-RJS, 3-BRSA-1305-RJS, 3-BRSA-1305A-RJS, 3-BRSA-1310-RJS, 3-BRSA-1322-RJS, 3-BRSA-1339-RJS, 3-BRSA-1339A-RJS, 3-BRSA-1342-RJS, 3-BRSA-1342A-RJS, 3-BRSA-1342i-RJS, 3-BRSA-1343-RJS, 3-BRSA-1345-RJS, 3-BRSA-1350-RJS, 3-BRSA-1353D-RJS, 3-BRSA-1355D-RJS, 3-BRSA-1356D-RJS, 4-BRSA-1346-RJS, 9-MRO-1-RJS, 9-MRO-2-RJS, 9-MRO-2A-RJS, 9-MRO-5-RJS"
PAMA-M-192,486100079892004,Petrobras,"*Petrobras - 80%, Sinopec - 20%",Pará - Maranhão,MAR,0.769227,BID6,SUSPENSO,NÃO HÁ/HOUVE PAD,2004-11-24 00:00:00,2014-06-09 00:00:00,2010-11-24 00:00:00,2014-09-24 00:00:00,,,2014-09-24 00:00:00,8,0,
PAMA-M-194,486100079892004,Petrobras,"*Petrobras - 80%, Sinopec - 20%",Pará - Maranhão,MAR,0.769227,BID6,SUSPENSO,NÃO HÁ/HOUVE PAD,2004-11-24 00:00:00,2014-06-09 00:00:00,2010-11-24 00:00:00,2014-09-24 00:00:00,,,2014-09-24 00:00:00,8,0,
PAMA-M-265,48610005473201374,Enauta Energia,*Enauta Energia - 100%,Pará - Maranhão,MAR,0.76927004,BID11,SUSPENSO,NÃO HÁ/HOUVE PAD,2013-08-30 00:00:00,2019-06-27 00:00:00,2021-04-28 00:00:00,2024-04-28 00:00:00,,,2024-04-28 00:00:00,282,0,
PAMA-M-337,48610005469201314,Enauta Energia,*Enauta Energia - 100%,Pará - Maranhão,MAR,0.76929855,BID11,SUSPENSO,NÃO HÁ/HOUVE PAD,2013-08-30 00:00:00,2019-06-27 00:00:00,2021-04-28 00:00:00,2024-04-28 00:00:00,,,2024-04-28 00:00:00,1282,0,
PAR-T-175,48610012654201781,Petrobras,*Petrobras - 100%,Paraná,TERRA,2.87308,BID14,1º PE,NÃO HÁ/HOUVE PAD,2018-01-29 00:00:00,,2024-01-29 00:00:00,,,,2024-01-29 00:00:00,1000,0,
PAR-T-196,48610204676202151,Eneva,"*Eneva - 70%, Enauta Energia - 30%",Paraná,TERRA,2.86345,OP2_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-06-28 00:00:00,,2027-06-28 00:00:00,,,,2027-06-28 00:00:00,1872,0,
PAR-T-198,48610000077201431,Ubuntu Engenharia,*Ubuntu Engenharia - 100%,Paraná,TERRA,1.400702,BID12,1º PE,NÃO HÁ/HOUVE PAD,2014-05-15 00:00:00,,2024-08-03 00:00:00,2026-08-03 00:00:00,,,2026-08-03 00:00:00,2955,0,
PAR-T-215,48610204677202104,Eneva,"*Eneva - 70%, Enauta Energia - 30%",Paraná,TERRA,2.8535999999999997,OP2_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-06-28 00:00:00,,2027-06-28 00:00:00,,,,2027-06-28 00:00:00,1866,0,
PAR-T-218,48610000081201408,Ubuntu Engenharia,*Ubuntu Engenharia - 100%,Paraná,TERRA,1.1187909999999999,BID12,1º PE,NÃO HÁ/HOUVE PAD,2014-05-15 00:00:00,,2024-08-03 00:00:00,2026-08-03 00:00:00,,,2026-08-03 00:00:00,1970,0,
PAR-T-86,48610204678202141,Eneva,"*Eneva - 70%, Enauta Energia - 30%",Paraná,TERRA,2.91798,OP2_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-06-28 00:00:00,,2027-06-28 00:00:00,,,,2027-06-28 00:00:00,1908,0,
PAR-T-99,48610204679202195,Eneva,"*Eneva - 70%, Enauta Energia - 30%",Paraná,TERRA,2.90944,OP2_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-06-28 00:00:00,,2027-06-28 00:00:00,,,,2027-06-28 00:00:00,1902,0,
PAU_BRASIL,48610011229201855,BP Energy,"*BP Energy - 50%, CNOOC Petroleum - 30%, Ecopetrol Óleo e Gás - 20%",Santos,MAR,1.183676,PP5,1º PE,NÃO HÁ/HOUVE PAD,2018-12-17 00:00:00,,2025-12-17 00:00:00,,,,2025-12-17 00:00:00,0,0,
PN-T-102A,48610222046201944,Eneva,*Eneva - 100%,Parnaíba,TERRA,2.059891,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2020-02-14 00:00:00,,2028-05-14 00:00:00,,,,2028-05-14 00:00:00,1121,7,"1-ENV-15-MA, 1-ENV-26-MA, 3-ENV-17D-MA, 3-ENV-32D-MA, 3-ENV-34-MA, 3-ENV-37D-MA, 3-ENV-38-MA"
PN-T-103,48610010793201516,Eneva,*Eneva - 100%,Parnaíba,TERRA,3.0621869999999998,BID13,2º PE,NÃO HÁ/HOUVE PAD,2015-12-23 00:00:00,,2019-12-23 00:00:00,2024-03-23 00:00:00,,,2024-03-23 00:00:00,7003,5,"1-ENV-1-MA, 1-ENV-2-MA, 1-ENV-30D-MA, 1-PGN-28-MA, 4-ENV-14-MA"
PN-T-117,48610012620201796,Eneva,*Eneva - 100%,Parnaíba,TERRA,2.10341,BID14,1º PE,NÃO HÁ/HOUVE PAD,2018-01-31 00:00:00,,2026-05-01 00:00:00,,,,2026-05-01 00:00:00,400,0,
PN-T-118,48610012619201761,Eneva,*Eneva - 100%,Parnaíba,TERRA,3.0583899999999997,BID14,1º PE,NÃO HÁ/HOUVE PAD,2018-01-31 00:00:00,,2026-05-01 00:00:00,,,,2026-05-01 00:00:00,600,0,
PN-T-119,48610012655201725,Eneva,*Eneva - 100%,Parnaíba,TERRA,3.05945,BID14,1º PE,NÃO HÁ/HOUVE PAD,2018-01-31 00:00:00,,2024-10-31 00:00:00,,,,2024-10-31 00:00:00,600,0,
PN-T-133,48610012621201731,Eneva,*Eneva - 100%,Parnaíba,TERRA,2.2285,BID14,1º PE,NÃO HÁ/HOUVE PAD,2018-01-31 00:00:00,,2026-05-01 00:00:00,,,,2026-05-01 00:00:00,500,1,1-ENV-24D-MA
PN-T-134,48610012653201736,Eneva,*Eneva - 100%,Parnaíba,TERRA,3.05892,BID14,1º PE,NÃO HÁ/HOUVE PAD,2018-01-31 00:00:00,,2026-05-01 00:00:00,,,,2026-05-01 00:00:00,600,1,1-ENV-19-MA
PN-T-146,48610010799201585,Eneva,*Eneva - 100%,Parnaíba,TERRA,3.0533069999999998,BID13,2º PE,NÃO HÁ/HOUVE PAD,2015-12-23 00:00:00,,2019-12-23 00:00:00,2024-03-23 00:00:00,,,2024-03-23 00:00:00,1010,1,1-ENV-22-MA
PN-T-149,48610010800201571,Vipetro,*Vipetro - 100%,Parnaíba,TERRA,2.2199,BID13,2º PE,NÃO HÁ/HOUVE PAD,2015-12-23 00:00:00,,2019-12-23 00:00:00,2024-03-23 00:00:00,,,2024-03-23 00:00:00,818,0,
PN-T-163,48610010802201561,Eneva,*Eneva - 100%,Parnaíba,TERRA,3.049893,BID13,2º PE,NÃO HÁ/HOUVE PAD,2015-12-23 00:00:00,,2019-12-23 00:00:00,2024-03-23 00:00:00,,,2024-03-23 00:00:00,1010,1,1-ENV-23-MA
PN-T-47,48610222047201999,Eneva,*Eneva - 100%,Parnaíba,TERRA,3.0677600000000003,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2020-02-14 00:00:00,,2028-05-14 00:00:00,,,,2028-05-14 00:00:00,1897,1,1-ENV-21-MA
PN-T-48,48610001414200860,Eneva,*Eneva - 100%,Parnaíba,TERRA,1.05718,BID9,PRORROGADO POR PAD,HÁ/HOUVE PAD,2008-03-12 00:00:00,,2012-03-12 00:00:00,2014-06-08 00:00:00,,30/12/2023,2023-12-30 00:00:00,100,8,"1-OGX-115-MA, 1-PGN-1-MA, 3-ENV-11D-MA, 3-ENV-12D-MA, 3-ENV-20-MA, 4-ENV-10-MA, 4-ENV-6-MA, 4-PGN-26D-MA"
PN-T-48A,48610222048201933,Eneva,*Eneva - 100%,Parnaíba,TERRA,1.6125699999999998,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2020-02-14 00:00:00,,2026-11-14 00:00:00,,,,2026-11-14 00:00:00,1448,0,
PN-T-66,48610222049201988,Eneva,*Eneva - 100%,Parnaíba,TERRA,3.06633,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2020-02-14 00:00:00,,2026-11-14 00:00:00,,,,2026-11-14 00:00:00,2673,0,
PN-T-67A,48610222050201911,Eneva,*Eneva - 100%,Parnaíba,TERRA,1.44028,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2020-02-14 00:00:00,,2028-05-14 00:00:00,,,,2028-05-14 00:00:00,336,3,"1-ENV-16D-MA, 1-ENV-16DA-MA, 1-ENV-36-MA"
PN-T-68,48610222051201957,Eneva,*Eneva - 100%,Parnaíba,TERRA,2.49459,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2020-02-14 00:00:00,,2026-11-14 00:00:00,,,,2026-11-14 00:00:00,1336,1,1-ENV-13-MA
PN-T-69,48610010795201505,Eneva,*Eneva - 100%,Parnaíba,TERRA,3.066971,BID13,2º PE,NÃO HÁ/HOUVE PAD,2015-12-23 00:00:00,,2019-12-23 00:00:00,2024-03-23 00:00:00,,,2024-03-23 00:00:00,3010,5,"1-ENV-18-MA, 1-ENV-4-MA, 1-ENV-7-MA, 1-ENV-7A-MA, 3-ENV-28D-MA"
PN-T-87,48610010797201596,Eneva,*Eneva - 100%,Parnaíba,TERRA,3.067113,BID13,2º PE,NÃO HÁ/HOUVE PAD,2015-12-23 00:00:00,,2019-12-23 00:00:00,2024-03-23 00:00:00,,,2024-03-23 00:00:00,3010,2,"1-ENV-29-MA, 1-ENV-3-MA"
POT-M-762,48610005779201835,Petrobras,*Petrobras - 100%,Potiguar,MAR,0.7685599999999999,BID15,1º PE,NÃO HÁ/HOUVE PAD,2018-09-11 00:00:00,,2027-12-11 00:00:00,,,,2027-12-11 00:00:00,110,0,
POT-M-853,48610009149200515,Petrobras,*Petrobras - 100%,Potiguar,MAR,0.7671399999999999,BID7,PRORROGADO POR PAD,HÁ/HOUVE PAD,2006-01-12 00:00:00,,2012-01-12 00:00:00,2014-01-12 00:00:00,,14/11/2024,2024-11-14 00:00:00,130,0,
POT-M-855,48610009149200515,Petrobras,*Petrobras - 100%,Potiguar,MAR,0.7671399999999999,BID7,PRORROGADO POR PAD,HÁ/HOUVE PAD,2006-01-12 00:00:00,,2012-01-12 00:00:00,2014-01-12 00:00:00,,14/11/2024,2024-11-14 00:00:00,146,2,"1-BRSA-1205-RNS, 3-BRSA-1317-RNS"
POT-M-857,48610005780201860,Murphy Brasil,*Murphy Brasil - 100%,Potiguar,MAR,1.21496,BID15,1º PE,NÃO HÁ/HOUVE PAD,2018-11-07 00:00:00,,2026-08-07 00:00:00,,,,2026-08-07 00:00:00,294,0,
POT-M-859,48610005770201824,Petrobras,"*Petrobras - 60%, Shell Brasil - 40%",Potiguar,MAR,1.05474,BID15,1º PE,NÃO HÁ/HOUVE PAD,2018-09-11 00:00:00,,2026-06-11 00:00:00,,,,2026-06-11 00:00:00,229,0,
POT-M-863,48610005699201880,Murphy Brasil,*Murphy Brasil - 100%,Potiguar,MAR,1.15061,BID15,1º PE,NÃO HÁ/HOUVE PAD,2018-11-07 00:00:00,,2026-08-07 00:00:00,,,,2026-08-07 00:00:00,265,0,
POT-M-865,48610005697201891,Murphy Brasil,*Murphy Brasil - 100%,Potiguar,MAR,0.76713,BID15,1º PE,NÃO HÁ/HOUVE PAD,2018-11-07 00:00:00,,2026-08-07 00:00:00,,,,2026-08-07 00:00:00,218,0,
POT-M-948,48610005781201812,Shell Brasil,*Shell Brasil - 100%,Potiguar,MAR,0.25566,BID15,1º PE,NÃO HÁ/HOUVE PAD,2018-09-11 00:00:00,,2026-06-11 00:00:00,,,,2026-06-11 00:00:00,74,0,
POT-M-952,48610005771201879,Petrobras,"*Petrobras - 60%, Shell Brasil - 40%",Potiguar,MAR,0.6054700000000001,BID15,1º PE,NÃO HÁ/HOUVE PAD,2018-09-11 00:00:00,,2026-06-11 00:00:00,,,,2026-06-11 00:00:00,176,0,
POT-T-281,48610215434202274,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.017070000000000002,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,111,0,
POT-T-304,48610215435202219,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.0291,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,189,0,
POT-T-326,48610215436202263,3R Areia,*3R Areia - 100%,Potiguar,TERRA,0.03193,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-28 00:00:00,,2027-11-28 00:00:00,,,,2027-11-28 00:00:00,208,0,
POT-T-327,48610215437202216,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.02509,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,163,0,
POT-T-352,48610215431202231,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.02145,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,139,0,
POT-T-353,48610215438202252,3R Areia,*3R Areia - 100%,Potiguar,TERRA,0.03193,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-28 00:00:00,,2027-11-28 00:00:00,,,,2027-11-28 00:00:00,208,0,
POT-T-354,48610215439202205,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.03193,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,208,0,
POT-T-355,48610215440202221,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.03181,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,207,0,
POT-T-391,48610215432202285,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.018969999999999997,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,123,0,
POT-T-392,48610222052201900,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.032100000000000004,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-09-27 00:00:00,,2026-09-27 00:00:00,,,,2026-09-27 00:00:00,228,0,
POT-T-393,48610215441202276,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.03193,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,208,0,
POT-T-432,48610222053201946,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.02932,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-06-01 00:00:00,,2026-06-01 00:00:00,,,,2026-06-01 00:00:00,207,0,
POT-T-433,48610222054201991,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.03175,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-09-27 00:00:00,,2026-09-27 00:00:00,,,,2026-09-27 00:00:00,224,0,
POT-T-434,48610222055201935,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.03193,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-06-01 00:00:00,,2026-06-01 00:00:00,,,,2026-06-01 00:00:00,226,0,
POT-T-435,48610215442202211,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.03764,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,245,0,
POT-T-436,48610215443202265,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.019760000000000003,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,128,0,
POT-T-437,48610215444202218,3R Areia,*3R Areia - 100%,Potiguar,TERRA,0.039520000000000007,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-28 00:00:00,,2027-11-28 00:00:00,,,,2027-11-28 00:00:00,400,0,
POT-T-474,48610215433202220,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.0308,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,200,0,
POT-T-476,48610222056201980,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.04184,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-09-27 00:00:00,,2026-09-27 00:00:00,,,,2026-09-27 00:00:00,297,0,
POT-T-477,48610222057201924,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.031920000000000004,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-06-01 00:00:00,,2026-06-01 00:00:00,,,,2026-06-01 00:00:00,226,0,
POT-T-478,48610222058201979,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.01425,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-09-27 00:00:00,,2026-09-27 00:00:00,,,,2026-09-27 00:00:00,100,0,
POT-T-519,48610222059201913,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.02831,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-03-01 00:00:00,,2026-03-01 00:00:00,,,,2026-03-01 00:00:00,213,0,
POT-T-520,48610215445202254,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.01711,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,111,0,
POT-T-521,48610222060201948,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.02268,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-03-01 00:00:00,,2026-03-01 00:00:00,,,,2026-03-01 00:00:00,169,0,
POT-T-524,48610215453202209,3R Areia,*3R Areia - 100%,Potiguar,TERRA,0.0318,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-28 00:00:00,,2027-11-28 00:00:00,,,,2027-11-28 00:00:00,207,0,
POT-T-525,48610215454202245,3R Areia,*3R Areia - 100%,Potiguar,TERRA,0.04392,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-28 00:00:00,,2027-11-28 00:00:00,,,,2027-11-28 00:00:00,285,0,
POT-T-564,48610222061201992,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.032170000000000004,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-03-01 00:00:00,,2026-03-01 00:00:00,,,,2026-03-01 00:00:00,242,0,
POT-T-565,48610222062201937,Phoenix Óleo & Gás,*Phoenix Óleo & Gás - 100%,Potiguar,TERRA,0.01459,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2020-02-28 00:00:00,,2025-02-28 00:00:00,,,,2025-02-28 00:00:00,1000,1,1-PHO-1-RN
POT-T-566,48610222063201981,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.02407,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-03-01 00:00:00,,2026-03-01 00:00:00,,,,2026-03-01 00:00:00,180,0,
POT-T-568,48610215455202290,3R Areia,*3R Areia - 100%,Potiguar,TERRA,0.03207,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-28 00:00:00,,2027-11-28 00:00:00,,,,2027-11-28 00:00:00,208,0,
POT-T-605,48610215446202207,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.0237,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,154,0,
POT-T-606,48610222064201926,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.03201,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-09-27 00:00:00,,2026-09-27 00:00:00,,,,2026-09-27 00:00:00,240,0,
POT-T-608,48610215447202243,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.031920000000000004,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,207,0,
POT-T-609,48610215448202298,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.02204,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,143,0,
POT-T-610,48610222065201971,Phoenix Óleo & Gás,*Phoenix Óleo & Gás - 100%,Potiguar,TERRA,0.02919,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2020-02-28 00:00:00,,2025-02-28 00:00:00,,,,2025-02-28 00:00:00,219,0,
POT-T-650,48610222066201915,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.031920000000000004,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-03-01 00:00:00,,2026-03-01 00:00:00,,,,2026-03-01 00:00:00,240,0,
POT-T-651,48610222067201960,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.031920000000000004,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-09-27 00:00:00,,2026-09-27 00:00:00,,,,2026-09-27 00:00:00,240,0,
POT-T-652,48610222068201912,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.031920000000000004,OP1_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-09-27 00:00:00,,2026-09-27 00:00:00,,,,2026-09-27 00:00:00,240,0,
POT-T-654,48610215449202232,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.03218,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,209,0,
POT-T-655,48610215450202267,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.031920000000000004,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,207,0,
POT-T-696,48610215451202210,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.03198,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,208,0,
POT-T-697,48610215452202256,Petro-Victory,*Petro-Victory - 100%,Potiguar,TERRA,0.03191,OP3_BE,1º PE,NÃO HÁ/HOUVE PAD,2022-11-21 00:00:00,,2027-11-21 00:00:00,,,,2027-11-21 00:00:00,207,0,
POT-T-702,48610204680202110,Potiguar E&P S.A.,*Potiguar E&P S.A. - 100%,Potiguar,TERRA,0.01718,OP2_BE,1º PE,NÃO HÁ/HOUVE PAD,2021-06-28 00:00:00,,2026-06-28 00:00:00,,,,2026-06-28 00:00:00,1000,1,1-POT-1-RN
